-15.000000	6
-187.000000	1
-25.500000	2
-3.500000	744
-34.500000	1
-39.200000	1
-4.000000	544
-4.550000	1
-54.500000	1
-75.990000	1
-9.500000	15
0.050000	24
0.410000	1
0.500000	27
1.080000	3
1.710000	1
1.800000	13
10.040000	126
10.130000	84
10.220000	1096
10.310000	86
10.400000	88211
10.590000	290
10.680000	224
10.770000	186
10.860000	79
10.950000	1771
100.000000	6625
100.190000	2
100.370000	4
100.460000	1
100.550000	22
100.640000	2
100.710000	4
100.800000	186
100.990000	2
101.030000	2
101.120000	25
101.210000	3
101.300000	105
101.580000	11
101.670000	1
101.760000	6
101.850000	23
101.940000	5
102.060000	42
102.150000	8
102.240000	1
102.330000	8
102.420000	2
102.510000	3
102.600000	108
102.790000	3
102.880000	4
102.970000	9
103.090000	2
103.180000	13
103.270000	4
103.360000	1
103.450000	32
103.630000	2
103.720000	3
103.810000	19
103.900000	11
104.020000	2
104.110000	2
104.200000	30
104.390000	1
104.480000	8
104.570000	3
104.660000	1
104.750000	20
104.840000	2
104.930000	1
105.070000	3
105.160000	3
105.250000	44
105.320000	3
105.410000	1
105.500000	702
105.690000	6
105.870000	1
105.960000	5
106.000000	539
106.190000	1
106.280000	2
106.370000	3
106.460000	3
106.550000	7
106.730000	1
106.820000	4
106.910000	1
107.030000	3
107.120000	3
107.300000	96
107.490000	1
107.580000	16
107.670000	4
107.760000	1
107.850000	12
107.940000	3
108.060000	4
108.150000	11
108.330000	4
108.420000	1
108.510000	1
108.600000	56
108.790000	2
108.880000	6
109.090000	1
109.180000	3
109.360000	1
109.450000	26
109.720000	1
109.810000	1
109.900000	7
11.070000	132
11.160000	101
11.250000	239863
11.340000	30
11.430000	101
11.520000	782
11.610000	3075
11.700000	86888
11.890000	122
11.980000	101
110.120000	1
110.300000	34
110.490000	2
110.580000	7
110.670000	2
110.760000	1
110.850000	13
111.080000	2
111.170000	3
111.260000	3
111.350000	2
111.440000	2
111.620000	12
111.710000	1
111.800000	24
112.010000	3
112.100000	134
112.380000	21
112.470000	1
112.560000	10
112.650000	11
112.740000	1
112.830000	3
112.920000	7
113.130000	3
113.220000	1
113.310000	4
113.400000	43
113.590000	1
113.770000	5
113.860000	7
113.950000	1
114.070000	3
114.250000	45
114.340000	2
114.610000	1
114.700000	4
114.890000	1
114.980000	1
115.000000	1262
115.190000	2
115.370000	2
115.460000	2
115.550000	22
115.820000	1
115.910000	4
116.050000	44
116.230000	1
116.410000	2
116.580000	2
116.670000	2
116.760000	1
116.850000	16
116.940000	2
117.080000	6
117.260000	5
117.350000	6
117.440000	1
117.620000	5
117.710000	1
117.800000	9
117.990000	1
118.010000	2
118.100000	93
118.290000	1
118.470000	1
118.650000	11
118.740000	1
118.830000	5
119.130000	1
119.220000	2
119.400000	30
119.590000	1
119.770000	3
119.860000	12
119.950000	2
12.020000	698
12.110000	3116
12.200000	93327
12.390000	172
12.480000	72
12.570000	173
12.660000	107
12.730000	172
12.820000	176
12.910000	43
120.080000	24
120.170000	5
120.260000	1
120.350000	3
120.440000	5
120.620000	3
120.710000	6
120.800000	10
120.990000	3
121.100000	15
121.290000	1
121.380000	2
121.560000	3
121.650000	106
121.830000	6
121.920000	4
122.060000	3
122.150000	1
122.330000	1
122.420000	3
122.510000	2
122.600000	5
122.880000	1
123.090000	2
123.180000	5
123.270000	4
123.360000	2
123.450000	5
123.540000	2
123.630000	3
123.720000	1
123.810000	3
123.900000	14
124.110000	4
124.200000	37
124.480000	1
124.570000	1
124.660000	3
124.750000	13
125.050000	9
125.140000	1
125.320000	2
125.410000	3
125.500000	592
125.690000	3
125.780000	2
125.870000	3
126.080000	2
126.170000	1
126.260000	2
126.350000	2
126.440000	1
126.620000	2
126.800000	3
126.990000	2
127.300000	3
127.580000	2
127.670000	1
127.760000	1
127.830000	2
127.920000	2
128.060000	4
128.150000	1
128.330000	2
128.420000	1
128.510000	1
128.600000	4
128.880000	1
129.090000	1
129.180000	1
129.270000	2
129.360000	2
129.450000	5
129.720000	3
129.810000	1
129.900000	5
13.050000	1894
13.140000	60
13.230000	242
13.320000	43
13.410000	54
13.500000	2475039
13.690000	79
13.780000	329
13.870000	24
13.960000	122
130.120000	1
130.300000	7
130.490000	1
130.580000	5
130.670000	1
130.760000	1
131.150000	3
131.330000	3
131.510000	6
131.600000	7
131.790000	1
131.880000	5
132.180000	2
132.270000	1
132.360000	2
132.450000	10
132.630000	1
132.720000	2
132.900000	2
133.310000	6
133.400000	3
133.680000	2
133.770000	1
134.070000	4
134.250000	11
134.430000	1
134.520000	3
134.610000	6
134.700000	7
134.980000	2
135.000000	813
135.370000	3
135.460000	4
135.550000	9
135.910000	10
136.030000	2
136.120000	4
136.210000	2
136.300000	6
136.580000	3
136.670000	1
136.850000	2
136.940000	1
137.150000	2
137.330000	1
137.880000	3
138.100000	1
138.380000	1
138.650000	2
138.830000	5
138.920000	1
139.220000	1
139.310000	2
139.400000	5
139.680000	1
139.860000	1
14.080000	3980
14.170000	1017
14.260000	716
14.350000	38357
14.440000	93
14.530000	148
14.620000	104
14.710000	87
14.800000	72793
14.990000	297
140.080000	5
140.170000	1
140.260000	7
140.350000	1
140.440000	2
140.620000	9
140.710000	1
140.800000	8
140.990000	1
141.010000	2
141.100000	2
141.380000	4
141.830000	4
142.220000	4
142.310000	2
142.400000	2
142.680000	2
142.950000	2
143.090000	1
143.250000	7
143.430000	1
143.520000	3
143.610000	2
143.890000	2
143.980000	2
144.020000	1
144.110000	1
144.200000	2
144.480000	4
144.750000	4
145.050000	13
145.320000	1
145.410000	3
145.500000	233
145.960000	1
146.080000	3
146.170000	2
146.260000	3
146.710000	15
146.800000	5
146.990000	1
147.010000	7
147.100000	2
147.380000	3
147.470000	3
147.560000	2
147.650000	2
147.830000	1
148.310000	1
148.590000	2
148.680000	3
148.770000	1
149.270000	6
149.900000	5
15.010000	1373
15.100000	3837
15.290000	193
15.380000	610
15.470000	71
15.560000	59
15.650000	659
15.740000	46
15.830000	154
15.920000	31
150.030000	2
150.210000	1
150.300000	3
150.490000	2
150.670000	1
150.850000	1
151.060000	15
151.150000	1
151.330000	10
151.510000	1
151.880000	1
152.270000	2
152.720000	1
152.810000	3
152.900000	24
153.110000	7
153.200000	2
153.390000	3
153.570000	1
153.660000	1
153.750000	24
153.840000	1
153.930000	1
154.250000	11
154.500000	69
155.000000	337
155.370000	1
155.550000	10
155.640000	1
155.730000	1
155.820000	1
156.120000	4
156.210000	2
156.300000	4
157.060000	12
157.330000	2
157.600000	2
158.180000	2
158.450000	3
158.630000	1
158.720000	1
158.900000	29
159.110000	7
159.390000	1
159.570000	2
159.750000	12
16.040000	109
16.130000	63
16.220000	833
16.310000	42
16.400000	1635
16.590000	122
16.680000	224
16.770000	94
16.860000	13
16.950000	680
160.080000	4
160.620000	1
160.800000	34
160.990000	1
161.010000	2
161.100000	1
161.290000	1
162.040000	1
162.220000	1
162.400000	1
162.770000	1
162.950000	1
163.070000	3
163.160000	1
163.250000	3
163.700000	20
164.000000	62
164.280000	1
164.460000	1
165.050000	3
165.230000	1
165.500000	140
165.850000	1
166.080000	3
166.170000	1
166.350000	1
166.620000	1
166.800000	22
167.100000	1
167.380000	2
167.560000	1
167.650000	1
168.310000	2
168.400000	2
169.070000	4
169.250000	14
169.430000	1
169.520000	1
169.700000	12
169.980000	2
17.090000	186
17.180000	579
17.250000	11940
17.340000	14
17.430000	13
17.520000	300
17.610000	753
17.700000	3841
17.890000	94
17.980000	42
170.010000	3
170.100000	4
170.380000	2
170.650000	2
171.060000	1
171.240000	1
171.330000	1
171.510000	1
171.600000	28
171.970000	3
172.450000	2
172.720000	1
172.900000	1
173.020000	1
173.110000	4
173.750000	6
174.050000	1
174.410000	1
174.500000	49
174.780000	1
175.080000	2
175.350000	2
175.800000	6
175.990000	1
176.120000	1
176.300000	3
176.760000	1
177.060000	2
177.330000	1
177.600000	26
177.970000	5
178.270000	4
178.810000	1
179.200000	1
18.020000	376
18.110000	618
18.200000	39504
18.390000	72
18.480000	107
18.570000	49
18.660000	62
18.750000	90307
18.840000	7
18.930000	12
180.150000	3
180.600000	4
180.880000	2
181.100000	3
181.900000	1
182.130000	2
182.400000	41
182.770000	3
183.160000	1
183.250000	1
183.700000	3
184.000000	67
184.550000	1
184.730000	1
185.300000	10
185.490000	1
185.670000	2
186.150000	1
186.420000	2
186.510000	1
186.600000	6
186.880000	1
187.100000	2
187.650000	3
187.830000	1
187.920000	1
188.400000	18
188.770000	2
188.950000	1
189.250000	5
19.050000	1083
19.140000	192
19.230000	53
19.320000	117
19.410000	29
19.500000	875352
19.690000	37
19.780000	124
19.870000	22
19.960000	267
190.100000	9
190.560000	2
191.400000	6
191.860000	1
192.360000	1
193.110000	1
193.200000	17
193.570000	5
193.660000	1
193.750000	7
194.050000	5
194.500000	24
195.080000	3
195.620000	1
195.800000	1
195.990000	5
196.100000	5
197.400000	3
197.770000	1
197.860000	1
198.180000	1
198.270000	1
198.450000	1
198.900000	2
199.200000	13
199.570000	1
199.660000	1
199.750000	4
2.100000	102
2.380000	5
2.650000	1
2.740000	1
20.090000	139
20.180000	29
20.270000	97
20.360000	13
20.450000	144
20.540000	45
20.630000	82
20.720000	546
20.810000	25
20.900000	244659
200.050000	3
200.230000	1
200.500000	301
201.620000	1
201.800000	1
201.990000	1
202.100000	5
202.560000	3
203.400000	2
203.770000	1
204.250000	2
204.700000	4
205.110000	1
205.200000	11
205.480000	1
205.660000	1
205.750000	3
206.050000	1
206.500000	16
206.870000	3
207.350000	1
207.800000	1
2070.000000	1
208.100000	2
208.650000	1
209.400000	2
209.590000	1
209.860000	2
21.020000	238
21.110000	289
21.200000	2667
21.390000	32
21.480000	31
21.570000	26
21.660000	18
21.750000	60850
21.840000	17
21.930000	15
210.000000	229
210.260000	1
210.620000	1
210.710000	1
210.800000	3
210.990000	1
211.120000	1
213.360000	1
213.630000	1
213.810000	1
214.200000	1
214.480000	1
214.750000	1
215.050000	1
